id,twitterid,tag,lat,long,tweet,tagnr,id2,region
151,843225529096454100,vvd,52.3731,4.8932, ? Pieter Derks? Bas Dost? Indian Wells? Zakaria Labyad? Aan Mark Rutte2017/3/18 23:16 CET #trndnl https://t.co/tOVVBU3TJP,0.0,151,0
152,843230568393330700,vvd,52.3731,4.8932, ? #necutr? Pieter Derks? Bas Dost? Indian Wells? Aan Mark Rutte2017/3/18 23:31 CET #trndnl https://t.co/tOVVBU3TJP,0.0,152,0
153,843391611635556400,pvv,52.3731,4.8932, ? #necutr? Heracles? Bas Dost? Arsenal? Wilders-kiezers2017/3/19 10:15 CET #trndnl https://t.co/tOVVBU3TJP,700.0,153,1
154,843392100376895500,pvv,52.3731,4.8932, Trend Alert: 'Wilders-kiezers'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/yXiZXFpPno,700.0,154,1
155,843441905694359600,vvd,52.45358074,4.96708342, @AlexBekker75 eens  en daarvoor moet je bij de VVD zijn  toevalligerwijs de partij van jullie wethouder wonen ;-),0.0,155,3
156,843457248143851500,cda,52.37807,4.90118, ik heb al een tijdje geen q&amp;a gedaan dus: stel je leukste en meest orginele vragen ? @ Station� https://t.co/SWInQWcdak,500.0,156,0
157,843466925124567000,gl,52.45341285,4.96658214, @HenkvanBerkum klinkt als @groenlinks,200.0,157,3
158,843529243715747800,cda,52.3731,4.8932, Trend Alert: 'CDA-senator Oomen'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/C1S2Gc9TBy,500.0,158,1
159,843529473261674500,cda,52.3731,4.8932, @Reinaert the 1st mention of 'CDA-senator Oomen' appears on your TL. Now is Trending Topic in Netherlands! #trndnl,500.0,159,0
160,843532524236169200,cda,52.3731,4.8932, ? #gaepec? CDA-senator Oomen? Go Ahead? Coolsingel? Biesbosch2017/3/19 19:32 CET #trndnl https://t.co/tOVVBU3TJP,500.0,160,1
161,843537559925936100,cda,52.3731,4.8932, ? CDA-senator Oomen? Go Ahead? Coolsingel? Biesbosch? Chuck Berry2017/3/19 19:57 CET #trndnl https://t.co/tOVVBU3TJP,500.0,161,2
162,843542597557674000,cda,52.3731,4.8932, ? CDA-senator Oomen? Sevilla? Go Ahead? Biesbosch? Coolsingel2017/3/19 20:17 CET #trndnl https://t.co/tOVVBU3TJP,500.0,162,3
163,843547627601846300,cda,52.3731,4.8932, ? Herman? #MCILIV? CDA-senator Oomen? PEC Zwolle? Sevilla2017/3/19 20:32 CET #trndnl https://t.co/tOVVBU3TJP,500.0,163,0
164,843552659772661800,cda,52.3731,4.8932, ? #miljoenenjacht? Marc? #azado? CDA-senator Oomen? Sevilla2017/3/19 20:52 CET #trndnl https://t.co/tOVVBU3TJP,500.0,164,1
165,843828116350881800,cda,52.3731,4.8922, Hermosa ?#SeVuelve @ Amsterdam  Netherlands https://t.co/CDaU4cGlQD,500.0,165,0
166,843869691630293000,cda,52.36412531,4.88316855, #amsterdam @ Leidseplein - Amsterdam Centrum https://t.co/KeKRfCDAE1,500.0,166,2
167,843907902893178900,vvd,52.35870564,4.80744988, I been looking forward to this for months #makingamurderer #jeromebuting #deanstrang Q&amp;A @� https://t.co/J4D3VVdsla,0.0,167,2
168,844206402839203800,vvd,52.3914301,4.7797067, P 1 Voertuig te Water (Middel Duik)   Tijnmuiden Amsterdam [ 13VVD ] https://t.co/Mf8r1CgUSd #p2000,0.0,168,4
169,844299580699115500,sp,52.3731,4.8922, The 7 European houses in AmsterdamIn the middle of Roemer Visscherstraat  you can see 7 most� https://t.co/Eu776SUGmY,300.0,169,3
170,844314224755126300,vvd,52.47517364,4.99070671, @eefhoedemaeker ik mag hopen dat CDA en VVD ook het klimaatakkoord Parijs uitvoeren. Zelfs zonder GroenLinks.,0.0,170,2
171,844562368914952200,sgp,52.3731,4.8922, A bird in the museum #amsterdam #thenetherlands #holland #streetphotography #building� https://t.co/bcmC7R6sgP,800.0,171,4
172,844590921316552700,cda,52.2723,4.96929, Dit is een heel fijne donkere IPA. Had ook porter mogen heten. - Drinking a Sooty Otter @ Abcoude - https://t.co/CCda40tU2x #photo,500.0,172,4
173,844625727513415700,vvd,52.36181814,4.9007065, @marjaruigrok @VVDAmsterdam @KajsaOllongren @GuusBakker1 over de stemming zelf weet ik ook niets. Er komt een brainstormsessie met ondern.,0.0,173,2
174,844629600990904300,sgp,52.31375,4.93771, Company party! #vodafoneziggo @ Ziggo Dome https://t.co/tqavsGpIWO,800.0,174,4
