id,tweet,lat,long,party,region,cluster
"8,40E+22",#Egaylity - Onderzoek: één op de vier Nederlanders rookt nog steeds - Nog steeds één op de vier Nederlanders… https://t.co/NahnRptm7q,5.237.722.611,489.824.219,9,7,7.00E+00
"8,40E+22",#Egaylity - Syrische kinderen plegen zelfmoord om aan oorlogsgruwel te ontsnappen - Ze verminken zichzelf nemen… https://t.co/n4cfsJdBlI,5.237.722.611,489.824.219,10,7,1.20E+01
"8,40E+22",#Egaylity - Onderzoek: één op de vier Nederlanders rookt nog steeds - Nog steeds één op de vier Nederlanders… https://t.co/0U3IipZKxs,5.244.168.021,490.868.926,1,2,5.00E+00
"8,40E+22",#Egaylity - Syrische kinderen plegen zelfmoord om aan oorlogsgruwel te ontsnappen - Ze verminken zichzelf nemen… https://t.co/PjuqNMXVsy,5.244.168.021,490.868.926,2,2,1.00E+01
"8,40E+22",#Egaylity - Syrische kinderen plegen zelfmoord om aan oorlogsgruwel te ontsnappen - Ze verminken zichzelf nemen… https://t.co/TiTMayHkBx,5.237.722.611,489.824.219,4,11,1.50E+01
"8,40E+22",A1 13119 Rit 29016 Amsterdam Witte de Withstraat https://t.co/OaPdM3Q77n #p2000,523.647.803,48.601.755,5,7,9.00E+00
"8,40E+22",File op N201 Stilstaand verkeer #N201 #N201_NED #file #fileleed #verkeer https://t.co/BPPKCdf4sl,5.222.959,5.04,6,11,5.00E+00
"8,40E+22",AMSTERDAM: Bedankt voor uw medewerking aan deze Burgernet actie. De daders zijn nog niet aangetroffen maar het https://t.co/oVrJ8fyae7,5.237.879.342,479.599.044,9,18,5.00E+00
"8,40E+22",Amsterdam - Bedankt voor uw medewerking aan deze Burgernet actie. De daders zijn nog niet aangetroffen maar het o...https://t.co/ixbTXq13eV,5.237.879.342,479.599.044,10,18,5.00E+00
"8,40E+22",#ICDirect 949 (V 18:37 van Amsterdam Airport) naar Amsterdam Centraal is 6 minuten vertraagd.,5.230.944.443,476.194.429,1,11,8.00E+00
"8,40E+22",#ICDirect 951 (V 19:07 van Amsterdam Airport) naar Amsterdam Centraal is 11 minuten vertraagd.,5.230.944.443,476.194.429,2,11,4.00E+00
"8,40E+22",Eric Wiebes: er is geen wet dba. Er wordt niet gehandhaafd en geen boetes tot er een oplossing is. Waarom dan zoveel onduidelijkheid @onl,521.812.772,541.599.977,3,7,6.00E+00
"8,40E+22",File op A27 Stilstaand verkeer #A27 #A27_EVE #file #fileleed #verkeer https://t.co/lftwytpuZE,5.196.917,509.485,4,11,1.50E+01
"8,40E+22","Uitspraak Pechtold: ""Flevoland zou eigenlijk één gemeente moeten zijn"" zorgde voor veel ophef bij Almeerse politici https://t.co/UoZnEveAOM",5.223.444.982,483.512.639,6,1,2.00E+00
"8,40E+22",🇳🇱 @ Amsterdam Netherlands https://t.co/OTPULucmoj,523.731,4.8922,7,11,1.10E+01
"8,40E+22",File op A2 Langzaam rijdend tot stilstaand verkeer #A2 #A2_DII #file #fileleed #verkeer https://t.co/irgWJzTOUX,5.223.259,4.9789,9,1,2.00E+00
"8,40E+22",Amstelveen - Vermist omg Eindhoeve:2 meisjes 8 jr. 1 met groene bomberjas bontkraag spijkerbroek br laarzen lang...https://t.co/0IHZjWplfj,5.228.496.515,484.967.043,10,19,5.00E+00
"8,40E+22",#R1/Ring Antwerpen Ring 2 (Nederland) ter hoogte van Antwerpen-Oost Ongeval afgehandeld sinds 09/03/2017 18:45,5.121.605,4.4501,2,4,5.00E+00
"8,40E+22",Amuse @ Kitchen &amp; Bar Van Rijn https://t.co/Z8WoY7JdpK,5.236.626.498,489.682.379,6,11,5.00E+00
"8,40E+22",Amuse 2 Jammie @ Kitchen &amp; Bar Van Rijn https://t.co/N2eBa7YM7T,5.236.626.498,489.682.379,7,2,3.00E+00
"8,40E+22",File op A28 Stilstaand verkeer #A28 #A28_HRW #file #fileleed #verkeer https://t.co/8qXPpt8jim,5.209.265,518.752,8,19,6.00E+00
"8,40E+20",2.5€/u!! @daphneskopelos: 600.000 Griekse parttimers in Griekenland verdienen netto 300€ per maand voor 5 uur werk per dag/ 30 uur per week,5.118.918.919,416.850.271,10,7,1.20E+01
"8,40E+22",A1 13106 Rit 29027 Amsterdam Bosboom Toussaintstraat Eerste Constantijn Huygensstraat https://t.co/FwXyyR8iZt #p2000,523.651.455,48.737.085,1,11,8.00E+00
"8,40E+22",P 2 Buitenbrand Afval Polluxplein Amsterdam [ 13GG04 13ASY ] https://t.co/JcrJBvCr0w #p2000,524.129.756,48.886.088,2,16,1.40E+01
"8,40E+22",Compliment uit de zaal voor @VVD Het zit weer mee stem vvd! #vvdondernemersevent https://t.co/MESkXVKdBy,5.218.125.407,541.595.308,3,13,4.00E+00
"8,40E+22",A1 13102 Rit 29029 Amsterdam Parnassusweg 1076AV 220 th Halte Strawinskylaan https://t.co/7tQw19Mxuh #p2000,523.418.703,48.682.401,4,13,1.00E+00
"8,40E+22",At 'Offscreen' (@ Stadsschouwburg Amsterdam in Amsterdam Noord-Holland) https://t.co/1pUvEqqV9n https://t.co/FZMMTSw8vb,5.236.403.077,488.228.559,7,0,1.30E+01
"8,40E+22",Amstelveen - De vermiste meisje in de omgeving de Eindhoeve Amstelveen zijn dankzij een deelnemer van burgernet aa...https://t.co/0IHZjWplfj,5.228.496.515,484.967.043,1,19,8.00E+00
"8,40E+22",I'm at Birkholm Hoofddorp in Hoofddorp Noord-Holland w/ @paulrispens https://t.co/PE0jpp57cx,5.230.712.084,467.020.858,2,13,4.00E+00
"8,40E+22",@Zu_Demir uw Frans is verschrikkelijk tot daar maar Antwerps is toch geen teken van integratie voor een staatssecretaris.,5.118.918.919,416.850.271,3,4,9.00E+00
"8,40E+22",Even lachen nou @ Amsterdam Netherlands https://t.co/RkqJrF1fkq,523.731,4.8922,4,4,1.00E+01
"8,40E+22",NL | Syrische kinderen plegen zelfmoord om aan oorlogsgruwel te ontsnappen - Ze verminken zichzelf nemen drugs of… https://t.co/llIvbfrul0,5.239.398.971,488.725.586,5,4,7.00E+00
"8,40E+22",A1 13108 Rit 29033 Amsterdam Harkstraat 1097VR 1 https://t.co/mrOTtaLCa4 #p2000,52.342.589,4.945.045,8,12,1.10E+01
"8,40E+22",#alarm Prio: 1 Letsel Eerste Constantijn Huygen Amsterdam - Unknown address,523.628.035,48.751.068,1,18,8.00E+00
"8,40E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,2,2,1.00E+01
"8,40E+22",#ICDirect 1064 (V 19:38 van Amsterdam Airport) naar Rotterdam Centraal is 5 minuten vertraagd.,5.230.944.443,476.194.429,3,2,1.20E+01
"8,40E+22",#Egaylity - Een andere kijk op ziekte en gezondheid - HIV mijn positieve vriend - Misschien is ziekte eerder een… https://t.co/RM04ogR6TG,5.237.722.611,489.824.219,4,7,5.00E+00
"8,40E+22",#Egaylity - Waarom gezond eten geen thema is in de verkiezingen - De helft van de Nederlanders heeft overgewicht.… https://t.co/VZWTxyHwbX,5.237.722.611,489.824.219,5,7,9.00E+00
"8,40E+22",#Egaylity - Een andere kijk op ziekte en gezondheid - HIV mijn positieve vriend - Misschien is ziekte eerder een… https://t.co/wTKVuTHrXo,5.244.168.021,490.868.926,6,2,3.00E+00
"8,40E+22",#Egaylity - Waarom gezond eten geen thema is in de verkiezingen - De helft van de Nederlanders heeft overgewicht.… https://t.co/6u6VHND0rM,5.244.168.021,490.868.926,7,2,3.00E+00
"8,40E+22",#Egaylity - Een andere kijk op ziekte en gezondheid - HIV mijn positieve vriend - Misschien is ziekte eerder een… https://t.co/fKWtFQc1c1,5.237.722.611,489.824.219,8,11,9.00E+00
"8,40E+22",#Egaylity - Waarom gezond eten geen thema is in de verkiezingen - De helft van de Nederlanders heeft overgewicht.… https://t.co/PaR3t1NvHd,5.237.722.611,489.824.219,9,4,0.00E+00
"8,40E+22",P 1 Brandmelding OMS De Bogt/Westerbeer Polanenstraat 6 Amsterdam [ 13GG04 13AST ] https://t.co/E9AovBkxEG #p2000,523.880.424,48.783.854,1,4,1.00E+00
"8,40E+21",#nofilter #amsterdam @ Amsterdam-Noord https://t.co/dB0GAlQRbu,5.239.111,491.833,3,4,9.00E+00
"8,40E+21",#rtlboulevard #fun @ Leidseplein - Amsterdam Centrum https://t.co/7Tkz9PO7Ie,5.236.412.531,488.316.855,8,19,6.00E+00
"8,40E+22",Code oranje - op weg naar een nieuwe economie? (@ Pakhuis De Zwijger in Amsterdam Noord-Holland) https://t.co/5MWsPwhRDK,5.237.668.642,492.221.832,9,11,9.00E+00
"8,40E+22",James Brandon Lewis Trio Live at Bimhuis. #nofiltertour @ Bimhuis https://t.co/8G8ZntAjd1,5.237.765.244,49.123.862,5,1,3.00E+00
"8,40E+22",#ICDirect 959 (V 20:40 van Rotterdam) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.192.499.924,446.888.876,7,16,6.00E+00
"8,40E+22",Jongeren en politiek: een onmogelijke combi? https://t.co/ImZ1LUSlpi #Zwolle #Nieuws,5.251.202.912,609.040.618,8,11,9.00E+00
"8,40E+22",Mooi Startup Debat gehad met StartupDelta RTLZ Get in the Ring en Accenture. Met scherpe… https://t.co/k8xUsyqPYa,5.234.241,482.989,9,2,3.00E+00
"8,40E+22",P 1 Brandmelding OMS Hotel The Waterfront Singel 458 Amsterdam [ 13GG02 13ASH ] https://t.co/7JudMPyA9s #p2000,523.774.616,48.931.188,1,12,8.00E+00
"8,40E+22",...waarom is dat eigenlijk die partij-aanduiding bij een burgemeester #NOSjournaal ? @NOS,5.250.862.936,60.765.425,10,2,3.00E+00
"8,40E+22",Nam vandaag de (voorlopig) laatste Haagse Zaken op over Mark Rutte… https://t.co/ht6R704Owy,52.079.464,431.275,1,7,1.40E+01
"8,40E+22",I'm at Kaagman &amp; Kortekaas in Amsterdam Noord-Holland https://t.co/clZwoRMjG3,52.374.894,4.892.565,2,18,1.40E+01
"8,40E+22",#ICDirect 959 (V 21:07 van Amsterdam Airport) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.230.944.443,476.194.429,4,19,4.00E+00
"8,40E+22",Druk vergaderen! #jongroen #hetkananders #groen #café @ Bar Tabac https://t.co/whZeFpbLqp,5.109.097.415,437.498.456,6,4,1.20E+01
"8,40E+22",LELYSTAD: Vermist Bingerden Lelystad 80jr demente blanke man 1.76m stevig postuur blauw jack d groen/d grijs ri https://t.co/wAtDG4LCvl,52.505.075,5.509.185,9,12,9.00E+00
"8,40E+22",Lelystad - Vermist Bingerden Lelystad 80jr demente blanke man 1.76m stevig postuur blauw jack d groen/d grijs rib...https://t.co/FET6jS16Xd,52.505.075,5.509.185,10,16,1.10E+01
"8,40E+22",Laatse stop vandaag bij @edwinguardian voor #amsterdamcookbook #amsterdam #vida #tapas… https://t.co/4j2ZdFgRJo,523.538.834,48.672.067,2,12,4.00E+00
"8,40E+22",A1 13119 Rit 29055 Amsterdam Stadhouderskade 50 https://t.co/qTXEfXaXZC #p2000,523.626.416,48.798.293,5,15,1.00E+00
"8,40E+22",Na een inspirerende reis in Chili willen we nu iets voor onze klanten doen. Grootse aktie met al… https://t.co/lMwb7iKf1E,5.250.040.534,476.728.163,6,16,1.50E+01
"8,40E+22",B1 13108 Rit 29057 Amsterdam Admiraal De Ruijterweg Willem de Zwijgerlaan https://t.co/F84qzisx3Z #p2000,523.782.607,48.567.368,7,12,5.00E+00
"8,40E+22",#alarm Prio: 1 Letsel Amstelveenseweg Amsterdam - Amstelveenseweg 404 1076 CT Amsterdam Netherlands,523.397.548,48.573.742,8,18,6.00E+00
"8,40E+22",A2 13302 Rit 29058 Amsterdam Oosterpark 1091AC 9 OLVGO Anna Paviljoen neonatologie https://t.co/nXLqu8V5Hd #p2000,523.591.188,4.916.442,9,15,1.10E+01
"8,40E+22",Wormerland - meneer is in goede gezondheid aangetroffen namens burgernet dank voor het uitkijken....https://t.co/ZTmBlM3I55,5.250.988.077,492.698.854,4,19,4.00E+00
"8,40E+22",Voor alles is een eerste keer.......... #carwash #kleinewasjesgrotewasjes #loogman #mannendingen… https://t.co/VGKAZYIfwU,5.228.976.058,482.059.783,7,12,5.00E+00
"8,40E+22",https://t.co/cfozE5ZWDF @ Amsterdam Gaasperplas Reggae Lake Festival https://t.co/Z3mnIPO07Z,523.074.804,49.905.217,8,13,1.10E+01
"8,40E+22",#tbt Amsterdam @ Amsterdam Netherlands https://t.co/tMDWBq701Y,523.731,4.8922,10,12,9.00E+00
"8,40E+22",I am leaving (@ 't Loosje in Amsterdam NH) https://t.co/zq9t3pE9T0 https://t.co/F0zcVh4EVe,523.723.432,489.992.593,3,12,1.00E+00
"8,40E+22",P 2 Binnensluiting Stayokay Vondelpark Hostel Zandpad 5 Amsterdam [ 13GG02 13ASD ] https://t.co/oV3q3X6nVq #p2000,523.613.175,48.794.787,9,7,7.00E+00
"8,40E+21",A2 13102 Rit 29068 Amsterdam Spuistraat 1012VN 175 Luxieus W-Hotel https://t.co/eLvl2GzwHQ #p2000,5.237.172,4.889.506,3,4,9.00E+00
"8,40E+21",De eerste keer dat we onze Podcast over Media opnamen met PUBLIEK https://t.co/Cm7rUcGsib,52.38,4.89,4,14,1.00E+00
"8,40E+22",En zo ziet het er uit #fotovoorverandering @ AFAS Live https://t.co/FATsdl2jDd,5.231.232,49.442.199,7,19,1.50E+01
"8,40E+22",@lorelei3112 @LVogelpoel Nee natuurlijk niet. Dat doet die Rutte. En hij staat ook nog weer bovenaan in peiling. Sorry. Was onduidelijk.,2.837.828.286,-1.672.204.507,9,7,7.00E+00
"8,40E+22",Goede plek om te eten #hemelsemodder #amsterdam🇳🇱 #food #drinks #uiteten🍴 @ Hemelse Modder https://t.co/IGf7ffaUyM,52.373.076,49.035.054,10,11,1.00E+01
"8,40E+22",Vervelend maar kunnen we niet ook stellen dat Martijn niet zo goed is in het nemen van verstandige beslissingen? https://t.co/Z4miHJ5U8M,519.837.775,59.637.976,4,1,3.00E+00
"8,40E+22",Rhenen - Het meisje wat gezocht werd in Rhenen is in goede gezondheid aangetroffen. U hoeft niet meer uit te kijke...https://t.co/B9TT7ZIQYx,519.660.386,561.382.378,5,18,1.00E+00
"8,40E+22",#ICDirect 965 (V 22:10 van Rotterdam) naar Amsterdam Centraal is 27 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.192.499.924,446.888.876,6,18,1.00E+00
"8,40E+22",#ICDirect 965 (V 22:37 van Amsterdam Airport) naar Amsterdam Centraal is 26 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.230.944.443,476.194.429,7,12,5.00E+00
"8,40E+22",Aan het werk in het #atelierhighd bezig met #badkleding #tailormade #womanswear #womanstyle… https://t.co/nayIl73DB8,5.178.587,466.457,2,13,4.00E+00
"8,40E+22",A1 13119 Rit 29075 Amsterdam Overhoeksplein 1031KS 1 https://t.co/pLwgSV59BI #p2000,523.738.007,48.909.347,4,13,1.00E+00
"8,40E+22",❤️ @ Amsterdam Netherlands https://t.co/9d5VHA4f7i,523.731,4.8922,6,18,1.00E+00
"8,40E+22",Zoek de verschillen...Net thuis na een rondje plakken. #vvd #vvdHelmond #Heelnormaal #TKV2017… https://t.co/3yARCYby7D,5.148.333.333,5.65,7,1,2.00E+00
"8,40E+22",CoffeeShop Amsterdam.#Bowie (@ De @DampkringAmster in Amsterdam Noord-Holland) https://t.co/k0xaZIWYhj https://t.co/SJpMypZoBe,523.677.535,489.050.657,2,1,0.00E+00
"8,40E+21",Hup broodje hup! https://t.co/yfTDfQMKYq,5.236.446.321,488.213.883,3,1,3.00E+00
"8,40E+22",Mooi concert net achter de rug. Met #mozart #beethoven. #klarinet #7esymfonie #cultuur… https://t.co/3Zavg2L2in,5.192.175,447.318,5,16,1.00E+00
"8,40E+22",A1 13109 Rit 29080 Amsterdam Hudsonstraat 1057SB 89 1 https://t.co/PVCeV7Sj36 #p2000,523.670.153,4.853.469,6,15,1.50E+01
"8,40E+22",P 1 Voertuig te Water Vatternkade 3 Amsterdam [ 13WOASV 13HVASV 13OVDN 13GG04 13ASO ] https://t.co/uCxUJ7iJTL #p2000,523.499.588,47.820.534,3,11,1.00E+00
"8,40E+22",Prio: 1 Voertuig te water Vatternkade 1060PK Amsterdam https://t.co/MjUMMDtuXE #p2000,523.499.588,47.820.534,4,13,1.00E+00
"8,40E+22",PRmeeting @tedjefliers wat verlaat aangekomen @delamartheater zo een stoet auto's is best wel… https://t.co/bIzERnop3L,5.236.451.484,488.092.246,7,13,5.00E+00
"8,40E+22",Dannata festa delle medie! eelst #elioelestorietese #melkweg #amsterdam @ Melkweg Amsterdam https://t.co/8pSLld3n6w,5.236.501,488.161,8,11,9.00E+00
"8,40E+21",Toffe foto gemaakt tijdens de opening van Cafe Jackz Vinkeveen! Dit weekend sta ik o.a. in… https://t.co/SkS7FISeOr,522.128,4.9272,10,7,1.20E+01
"8,40E+22",Hej from #somethingraw #amsterdam #mdtsthlm @ Vlaams Cultuurhuis de Brakke Grond https://t.co/0BDIpJaKo5,5.237.120.984,489.375.455,4,13,1.00E+00
"8,40E+22",⛔️ @ Amsterdam Netherlands https://t.co/rfdJDNtZH3,523.731,4.8922,6,13,6.00E+00
"8,40E+22",⛔️ @ Amsterdam Netherlands https://t.co/cWzgECmFF5,523.731,4.8922,8,19,6.00E+00
"8,40E+22",Prio: 1 Vechtpartij Overtoom 1054HC Amsterdam https://t.co/YuQgubNr6U #p2000,523.627.717,48.755.418,3,7,6.00E+00
"8,40E+22",@ Amsterdam https://t.co/AmWl7EDRcC,5.236.961.895,488.988.746,4,15,1.00E+00
"8,40E+22",Lieveheersbeestjessoep vies hè?#ladybug #lieveheersbeestje #soep @ Stadshart Zaandam https://t.co/Lo4e5Naz80,5.243.902.195,481.968.834,5,12,6.00E+00
"8,40E+22",Prio: 1 Vechtpartij Kloveniersburgwal Amsterdam https://t.co/j2xas7ySi5 #p2000,523.717.013,48.996.819,3,16,4.00E+00
"8,40E+22",#alarm Prio: 1 Vechtpartij Kloveniersburgwal Amsterdam - Kloveniersburgwal 13 1011 JT Amsterdam Netherlands,5.237.180.408,489.999.275,7,13,5.00E+00
"8,40E+22",A2 13104 Rit 29106 Amsterdam Joan Muyskenweg 1096CJ 10 Hotel Mercure https://t.co/HwdXFFV5ZL #p2000,523.352.919,4.913.147,2,13,4.00E+00
"8,40E+22",B1 13109 Rit 29108 Amsterdam Tweede Constantijn Huygensstraat 1054CP 39 SPOR https://t.co/uBqiRe5vAl #p2000,523.632.466,48.731.433,3,13,4.00E+00
"8,40E+22",#didepanrumahorang #amsterdam @ Amsterdam Netherlands https://t.co/mf6zr5zTdc,523.731,4.8922,4,7,5.00E+00
"8,40E+22",A1 13163 13110 Rit 29110 29111 Amsterdam Jan Evertsenstraat 1061XZ 521 https://t.co/kBfp1OmaS4 #p2000,523.697.596,48.364.765,9,12,9.00E+00
"8,40E+22",A1 13991 Rit 29113 Amsterdam Jan Evertsenstraat 1061XZ 521 https://t.co/e9bmS8HN3P #p2000,523.697.596,48.364.765,10,2,3.00E+00
"8,40E+22",B1 13107 Rit 29116 Amsterdam Oosterpark 1091AC 9 OLVGO seh https://t.co/kshcAqcX9I #p2000,523.591.188,4.916.442,1,13,8.00E+00
"8,40E+22",A2 13107 Rit 29127 Amsterdam IJburglaan 1087BS 579 https://t.co/havMu31iKE #p2000,523.582.582,49.898.161,6,0,1.30E+01
"8,40E+22",A1 13162 Rit 29128 Amsterdam Linnaeushof 1098KM 39 1 https://t.co/I3Ba8H7eEQ #p2000,523.521.215,49.352.264,7,2,3.00E+00
"8,40E+22",Weer op mijn werk (@ Bakkersland in Hedel Gelderland) https://t.co/a0WKzD3QiO,517.570.834,526.403.087,8,2,3.00E+00
"8,40E+22",A1 13163 Rit 29131 Amsterdam Damrak 1012LJ 28 A https://t.co/sMvsGucxgX #p2000,523.762.279,48.971.653,9,2,3.00E+00
"8,40E+22",#alarm Prio: 1 Letsel Ferdinand Bolstraat 1072LS Amsterdam - Ferdinand Bolstraat 105HS 1072 LE Amsterdam Netherlands,523.531.322,48.910.624,2,16,1.40E+01
"8,40E+22",Beautiful abandoned shop in Amsterdam. @ Ánsterdan https://t.co/Uh95mF4idf,5.236.666.667,488.333.333,5,16,1.00E+00
"8,40E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3E2aZ #brugopen,52.471.471,4.813.427,6,4,1.20E+01
"8,40E+22",Licht! (@ Elspeterbospark in Hoofddorp Noord-Holland) https://t.co/Xbu29TAkmq https://t.co/M1Yc9mqYPv,523.118.551,465.684.894,9,0,1.30E+01
"8,40E+21",Werk werk werk 🙌 (at @rown_store) — https://t.co/cofIHpDvvd,-755.172,11.079.308,2,2,1.00E+01
"8,40E+21",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3E2aZ #brugopen,52.471.471,4.813.427,3,0,1.30E+01
"8,40E+22",A1 13102 Rit 29138 Amsterdam Oosterdoksstraat 1011DK 4 th https://t.co/uOl1RkiMDR #p2000,5.237.615,49.078.422,4,1,3.00E+00
"8,40E+22",#ICDirect 907 (V 7:15 van Breda) naar Amsterdam Centraal is nu 31 minuten vertraagd. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.159.555.435,478.000.021,5,1,3.00E+00
"8,40E+22",#Intercity 1123 (V 7:11 van Rotterdam) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.192.499.924,446.888.876,6,19,1.00E+00
"8,40E+22",Interessant boeiend én hilarisch nieuws @hdhaarlem #ditismijnkrant (@ Petit déjeuner) https://t.co/tm7SUtdAgK https://t.co/Rc3OCFm2XO,5.231.181.601,465.688.854,2,1,0.00E+00
"8,40E+22",#Intercity 1125 (V 7:20 van Den Haag HS) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.206.972.122,432.250.023,3,1,3.00E+00
"8,40E+22",#Intercity 1125 (V 7:28 van Delft) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.200.666.809,435.638.905,4,0,1.30E+01
"8,40E+22",#Intercity 1125 (V 7:41 van Rotterdam) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.192.499.924,446.888.876,5,0,1.30E+01
"8,40E+22",File op N322 Stilstaand verkeer #N322 #N322_LIT #file #fileleed #verkeer https://t.co/L3Z1CnyaRe,5.181.727,538.771,6,1,2.00E+00
"8,40E+22",#Intercity 1120 (V 8:29 van Delft) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.200.666.809,435.638.905,8,19,6.00E+00
"8,40E+22",Zooooo nogmaals laten rijzen en klaar voor de oven! #shabbat #vrijdagavond #challa #challot @… https://t.co/0uBwJymuHQ,523.551.063,48.895.598,9,14,1.10E+01
"8,40E+22",@DucovO @GriffieRaadEde @GemeenteEde Dat weet ik. Maar blijf bij mijn mening. Expertise voldoende hier. Regionale economie steunen.,5.204.523.713,564.147.849,1,13,8.00E+00
"8,40E+22",I'm at Achmeatoren in Leeuwarden Nederland https://t.co/MUsMtVtPTe,5.319.809.089,579.203.112,5,4,7.00E+00
"8,40E+22",A1 13102 Rit 29143 Amsterdam Waalsteeg 1011ER 13 1 https://t.co/9UTSb271SH #p2000,523.737.067,49.024.251,6,0,1.30E+01
"8,40E+22",A1 13111 Rit 29146 Amsterdam Westerdokskade https://t.co/JC7JFJjc6W #p2000,523.822.334,48.898.168,7,1,2.00E+00
"8,40E+22",#Intercity 1118 (V 8:08 van Den Haag HS) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.206.972.122,432.250.023,10,1,2.00E+00
"8,40E+22",#Intercity 1127 (V 7:50 van Den Haag HS) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.206.972.122,432.250.023,1,1,1.00E+01
"8,40E+22",#Intercity 1127 (V 7:58 van Delft) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.200.666.809,435.638.905,2,1,0.00E+00
"8,40E+22",File op A12 Stilstaand verkeer #A12 #A12_TWN #file #fileleed #verkeer https://t.co/ZiPNSJK78y,5.205.785,472.817,3,11,1.00E+00
"8,40E+22",File op A20 Stilstaand verkeer #A20 #A20_NRZ #file #fileleed #verkeer https://t.co/j9Y1zUjPHY,5.202.139,465.345,4,1,3.00E+00
"8,40E+22",#Intercity 1120 (V 8:18 van Rotterdam) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.192.499.924,446.888.876,6,1,2.00E+00
"8,40E+22",Afgelopen zondag reed ik naar dit prachtige stukje natuur MET EEN VOLKSWAGENBUS T2! Mijn blog en… https://t.co/kEjOqN6D7B,5.241.666.667,458.333.333,9,0,1.30E+01
"8,40E+22",#alarm Ongeval Letsel PROV WEG - N201 Hoofddorp - Raadhuislaan 10 2131 BE Hoofddorp Netherlands,523.060.853,46.907.041,2,19,1.40E+01
"8,40E+22",#Goeiemorgen #eindelijk #zonnetje op weg naar Nederland!! #levering doen @ Texaco Kruibeke.… https://t.co/VigedLTVUn,5.118.530.242,428.961.663,4,1,3.00E+00
"8,40E+22",G'mornin' spring! @ Elandsgracht https://t.co/9DY4Ksip2P,5.236.963,488.042,5,1,3.00E+00
"8,40E+22",#ICDirect 911 (V 8:40 van Rotterdam) naar Amsterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.192.499.924,446.888.876,6,11,5.00E+00
"8,40E+22",#Intercity 1127 (V 8:11 van Rotterdam) naar Breda rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.192.499.924,446.888.876,7,0,1.30E+01
"8,40E+20",#Intercity 1124 (V 8:53 van Breda) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWuNi2,5.159.555.435,478.000.021,9,4,0.00E+00
"8,40E+20",File op A2 Stilstaand verkeer #A2 #A2_LKG #file #fileleed #verkeer https://t.co/UQOwCcAo37,5.140.541,544.575,2,19,1.40E+01
"8,40E+22",Werk werk werk... (@ MeteoGroup Nederland - @meteogroupweer in Wageningen Gelderland) https://t.co/XQxnDY3Yit,5.197.729.694,564.862.522,5,19,1.00E+00
"8,40E+22",De #julianabrug in #zaandam #zaandijk ging open om 08:22 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3E2aZ #brugopen,52.471.471,4.813.427,6,1,2.00E+00
"8,40E+22",I'm at IKSO | Instituut voor Katholiek Secundair Onderwijs in Hoeselt Limburg https://t.co/1SDuXUcjEF,5.085.119.206,548.800.953,7,13,5.00E+00
"8,40E+22",File op A12 Langzaam rijdend tot stilstaand verkeer #A12 #A12_ZEV #file #fileleed #verkeer https://t.co/B6A0OgcIXj,5.202.105,464.882,8,18,6.00E+00
"8,40E+22",File op N201 Stilstaand verkeer #N201 #N201_SCH #file #fileleed #verkeer https://t.co/snOSpUIXwR,5.227.865,474.222,2,0,1.30E+01
"8,40E+22",File op N57 Stilstaand verkeer #N57 #N57_HEL #file #fileleed #verkeer https://t.co/dIMuRJ1oRY,5.187.542,418.844,3,1,3.00E+00
"8,40E+22",File op A27 Stilstaand verkeer #A27 #A27_GOR #file #fileleed #verkeer https://t.co/SVZhUiBz0s,5.185.954,495.703,4,13,1.00E+00
